frame,left_knee_angle,right_knee_angle,steps
309,174.67593397826656,179.96967802411606,5
312,175.8719537814251,178.51596427742976,5
315,147.06048075395373,177.73317979337602,5
318,127.85770577381138,172.9760394854091,5
321,161.3588228422408,177.18703100736465,5
324,178.5115626441523,176.5709224104058,5
327,167.7863972418777,166.64570930366696,5
333,136.23630123080295,111.80389221601735,6
345,147.73545535926974,148.96261380202665,6
348,179.37099194283047,177.7425165244646,6
351,145.80471196736306,4.374731766303291,7
384,36.28915916936615,33.38543175530282,7
387,20.677691214802543,144.3378580761066,7
390,5.9692127434770725,157.5410755591739,7
393,178.56356640899475,149.5651022843399,8
396,164.1255881936718,158.1826318384206,8
399,149.33778864430644,139.06053774928748,9
402,121.85595976920223,146.22530088908636,9
405,178.92884672619812,92.79517907564156,9
408,108.62283175227557,154.65997687243166,9
411,84.72055480974676,50.188744110113575,10
423,163.22911807281167,164.96681766966546,10
426,162.9461703787564,163.35699733763806,10
429,175.6787044949305,175.89525756324707,10
432,179.41994437752322,167.54104572663232,10
435,178.3790430636811,171.84515379790523,10
438,179.13102150982925,170.7986587451105,10
441,179.95927664965018,144.6207810679037,11
444,168.60853886553173,134.97997662667285,11
447,178.49541174725618,167.38387211610203,11
450,175.52155115081175,175.82799210655853,11
453,169.6917822492803,172.95793794793667,11
456,176.72685134242275,176.2679314417953,11
459,175.09275014720623,178.5380690371192,11
462,170.1274097790546,172.89495573520279,11
465,177.1481380299498,176.27949235677514,11
468,173.58135129449275,177.98363553065474,11
471,170.94803111069493,174.0380288940404,11
474,170.300642890452,160.57164489652882,11
477,176.40355963206122,149.39636048248548,12
480,169.3682085039923,175.6830224836649,12
483,174.73474271170255,170.48282833785504,12
486,159.7712612580511,167.6042876587195,12
489,179.94269159476073,174.76459394990172,12
492,173.81489620608033,174.0347217664984,12
495,166.98514592833294,174.58962028266907,12
498,174.7714084743232,175.29842483582215,12
501,176.94206378953817,174.04845909626147,12
504,178.09624204298683,175.86731415005156,12
507,179.99209521209062,167.07495363912741,12
510,172.55195438122593,173.24966374185033,12
513,172.96041093458228,175.51760669792716,12
516,177.25748195142592,179.03340209616243,12
519,177.81716706009888,179.15115801644507,12
522,150.6494226367532,170.87975681635314,12
525,146.61302891998164,166.07148653722285,12
528,131.2008228789381,164.4680689982611,12
531,90.15601473741235,166.4815950509767,12
534,115.17475253351634,166.9453077577295,12
537,176.0308077172763,164.91685231146795,12
540,168.39001553810505,161.16183627248162,12
543,169.48009269416684,176.17835951120594,12
546,152.5928112122348,173.60769596857517,12
549,166.91675172943974,168.36824144684147,12
552,172.46542484647495,138.94329457442927,13
555,179.8141289884736,166.57215802326388,13
558,173.55572768870562,178.29972642765574,13
561,170.4072227397201,177.41792434832666,13
564,170.0611650879408,172.05059316555807,13
567,177.35757231126277,169.76016999073863,13
570,178.0576376392717,170.11465989530123,13
573,178.13761272399915,163.61216713542046,13
576,178.7688184777153,165.29194600946,13
579,177.65207429931345,142.6383266830738,14
582,177.65571040480606,142.03795692736887,14
585,175.7062289260067,166.3777296543716,14
588,172.3499903167923,177.55958050024816,14
591,165.5835823614282,173.5236580864965,14
594,169.75382259367348,178.87493240765806,14
597,168.2314716284908,172.84525713540128,14
600,179.31725996535755,174.17957639705605,14
603,5.070719651486522,170.51394314703998,14
606,162.9665523533105,173.67075511542055,14
609,173.35672070945648,179.4334325962758,14
612,171.45468110136952,162.31278653932267,14
615,164.89672497479077,155.15071258516602,14
618,168.1623970710661,156.67103285808062,14
621,170.49465744781384,166.60206774562306,14
624,161.43585058391423,177.5576762411504,14
627,166.9180306894608,178.51137418581422,14
630,161.35805239572898,174.4389611224126,14
633,172.45451337058225,174.46789993471285,14
636,170.8167614945262,173.339211530886,14
639,156.15902723473144,163.35096604989005,14
642,159.18495231413584,170.44645890818538,14
645,166.99905697208087,152.24266310446066,14
648,173.3843409920589,150.44744939859652,14
651,167.7660261879812,159.90180108787752,14
654,167.0392147955416,173.5978986793676,14
657,160.7946570182701,167.05361396076447,14
660,175.02350624293098,171.26723994762787,14
663,171.7574379544851,177.9228340164814,14
666,176.38265952705157,174.2540591558606,14
702,174.76447258878284,164.36197348236388,14
705,167.82567908239847,162.7422789932041,14
708,176.80308115808384,177.63369079404373,14
735,174.01815063740185,172.1764782226441,14
768,176.38281409927853,78.31596087954155,15
807,173.08411431689206,176.82110199917685,15
810,178.38000663325695,169.06014518579684,15
816,176.7622082005421,159.443089945893,15
819,154.39887188740755,148.54917400880493,16
822,169.2969775443552,165.29338500684528,16
825,175.76040348148825,178.197095441425,16
828,176.23147092175182,168.91352308202673,16
831,177.44950092761061,162.4223836879283,16
834,172.54221177545116,164.2080823783125,16
837,177.6850276194038,165.31338008726297,16
840,177.23758987812926,179.482895777616,16
843,172.33351500262376,174.7892872223687,16
846,174.94460580654948,174.018511412586,16
849,175.04998434790772,170.13803428274488,16
852,176.8714980619735,145.5205668162017,17
855,177.16920545048634,145.54321472222827,17
858,174.21885967181763,165.07624623895504,17
861,163.32690657468888,175.04327869945612,17
864,173.4724034555301,178.12287254286124,17
867,169.84567363272907,178.73061178189874,17
870,162.90751927515032,179.1472722886742,17
873,170.03082014573593,179.7064672305925,17
876,174.28666751259664,161.5441572692921,17
879,177.49265179904032,169.52995599396766,17
882,178.4534141571459,174.65288282412874,17
885,168.97473424637354,177.66352846782672,17
888,177.2280689837702,172.99863893428872,17
891,175.75531653330293,164.77223124765516,17
894,147.8711586388752,164.9334465738145,17
897,112.0917679166491,155.5003526845918,17
900,68.32434742990561,144.1348241459034,18
903,127.342611251544,164.42335336645394,18
906,146.04573657197523,171.29591216159093,18
909,149.92724078876265,170.85993804275088,18
912,107.6388831097562,179.39848940807929,18
915,176.12367860535744,174.29787570159198,18
918,179.43830986588276,170.68808091917728,18
921,160.4325648680047,178.86354058494857,18
924,168.81504008312154,127.23035799682648,19
927,172.0555889104033,137.8174020369333,19
930,173.5203731569895,172.36164224200752,19
933,168.41913139183853,175.48094590729494,19
936,167.3216473202252,174.1131675509682,19
939,173.49740973501156,178.37758982457703,19
942,169.1730272513444,177.95219925576396,19
945,179.82720812996385,179.5348951894417,19
948,176.48775929513116,176.18002298597963,19
951,173.99551151275077,178.60856782332814,19
954,167.0916985239572,177.9563207697921,19
957,166.96273069304942,162.5076538802693,19
960,169.03837125632356,169.33483986043692,19
963,162.2875553319489,174.52192747386204,19
966,169.03995606084646,176.78995637514967,19
969,168.9352412832845,178.49433498760172,19
972,151.2660099417035,172.09131416791848,19
975,179.66407930553308,168.22917722331377,19
978,179.4514206732642,177.7890011666564,19
981,170.3268043723906,170.62487738963077,19
984,169.35517388303438,169.0447584541995,19
987,174.06738453875047,160.37109142177775,19
990,160.48893667764673,169.8191330251171,19
993,163.8728670370604,166.52543411648907,19
996,173.48577042281633,178.57916225697886,19
999,171.76825073899073,175.7665697024221,19
1002,105.19239736230429,178.21938916269062,19
1005,176.2394720011325,172.77889566844107,19
1008,168.09512515099507,178.9062451714878,19
1011,162.89430517586004,176.10243726380193,19
1014,176.10324344100837,169.09039331648302,19
1017,178.66817351547718,159.6277757065897,19
1020,173.19333693480885,157.92145923464977,19
1023,172.28250066339234,153.65050404522597,19
1026,126.54383025676778,163.22058981850554,19
1029,125.56407647241294,155.99529967188073,19
1035,177.76081029662507,146.24393361562875,20
1038,176.75500866058772,156.1454355099591,20
1044,165.94890333473,131.22113538628625,21
1062,87.32268534365657,148.02515891962085,21
1068,138.79217798030496,25.67402909098386,21
1071,130.04565958890328,97.0651729940023,21
1074,115.45781568956417,115.18708372396006,21
1080,135.675150066044,151.5528805999361,21
1083,70.85856150658384,113.97779224637227,22
1086,83.35814375068014,123.16453533387505,22
1089,168.3237432111304,120.41454900277648,22
1092,83.55202477733536,63.00360926805757,22
1095,164.24450460491354,88.39555894085885,22
1098,172.04262819727597,146.09654648880235,22
1101,97.56589462326599,158.35990210133963,22
1104,153.26473533202858,121.0646300269052,23
1107,174.58096931125053,162.64747139869445,23
1152,113.78477923312629,125.13791585831638,24
1155,82.1312986180368,122.58754431903687,24
1158,154.57834513358432,132.80889006198268,24
1164,156.3510153503261,89.11552864648799,24
1167,125.0035933612757,138.91235068368871,24
1170,107.00475133701467,162.25908142465468,24
1173,77.49876583309631,99.39415507778953,25
1176,89.53096782468666,163.63572328166157,25
1179,133.6625419241474,163.53308688725406,25
1182,161.27526215712902,174.94405218120454,25
1185,166.17999625333724,154.43541199462402,25
1188,175.9115901798592,155.3634864725447,25
1191,144.90574356202043,142.63557203327082,26
1194,160.80900502519248,171.38429358466846,26
1206,94.55485027137001,139.13667560390763,27
1209,168.8626998205045,163.9216837596003,27
1212,160.90276603870925,138.62430582876254,28
1215,137.95542812875587,110.80321827242219,28
1218,171.0113588759806,120.55046059965449,28
1221,163.9221354050852,136.49752773124033,28
1224,39.10603259173473,1.5297205407964742,28
1227,53.954763891708176,25.626660345947975,28
1230,116.03412081625993,76.94174573518148,28
1233,165.94719085051543,95.89804655096269,28
1236,155.19687146107242,128.0728824169351,28
1239,45.30052201177182,88.16783345809563,28
1242,143.30049661218936,106.35753301387926,28
1245,166.32766533622447,126.42737286543205,28
1248,177.7307106472114,175.07456966937323,28
1251,85.5434700002038,156.87733247787347,28
1254,94.90960384388109,167.10382844678728,28
1257,162.26549945746297,168.484492255549,28
1260,132.1662056837149,83.26757993613904,29
1263,125.99800978267598,91.19083810363998,29
1266,158.4708717599213,153.45786091683934,29
1269,152.78110715404486,173.3680643480373,29
1272,113.67924420609518,157.69326222609556,29
1275,105.72645051765397,138.3486750780639,30
1278,150.590678259007,147.38965269962168,30
1281,167.29521366018488,116.63836383923302,30
1284,116.21285642186334,71.96467766714846,30
1287,100.73137232467366,88.33196846221762,30
1290,149.23123978575444,140.36874087909877,30
1293,138.8508523873612,155.4512548363712,30
1296,93.63918723681019,124.9301983205867,31
1299,152.52758302891365,141.23292392238776,31
1302,154.90552451296895,131.60789806944527,31
1305,140.6282948980038,129.77574524200332,31
1332,141.03548174485908,127.57373258745238,31
1335,80.29200682198382,141.7456587438474,31
1338,164.7883020915131,73.1290874425042,31
1341,172.86449257575396,119.87232923545922,31
1344,140.62555018166915,171.66374648185146,31
1347,71.76176540150871,130.58436393552648,32
1350,88.8729310384105,108.18723806961317,32
1353,132.63426570779285,140.2217616465231,32
1356,159.52557967317603,151.58538485802364,32
1359,137.18281587092204,86.48905864347925,33
1362,142.8680723921989,109.05686416673569,33
1365,134.10170186607465,164.4119754099969,33
1368,81.49040964853202,126.7564222118935,34
1371,61.78587093639283,116.20965646050459,34
1374,78.79173068498761,122.1454928107753,34
1377,159.05094222956973,147.9924488285418,34
1380,178.6111877426735,138.192911148373,34
1383,124.98169053488724,145.35049548550504,34
1386,159.19286846519083,161.37421559356838,34
1389,115.34541244504221,171.38434747463003,34
1392,143.6340623926151,164.90773254011592,34
1395,177.96846017102646,172.80740490578458,34
1404,178.28999120115526,14.165641965475348,35
1407,83.50229600557579,103.19932450896727,35
1410,178.2265941269561,162.99805596001585,35
1428,141.62678420539166,170.49493482271947,35
1464,169.58814451966822,156.1337345974985,35
1467,110.93331677452613,143.54880222712237,36
1470,98.026156634973,143.3038706645117,36
1473,142.49500018920887,115.83031861763783,36
1476,76.02370746160898,62.90719063885234,36
1479,112.642866614582,71.73575508296648,36
1482,179.16595216480422,162.06745277312865,36
1485,129.00890366661318,152.9493543925454,36
1488,133.5105082379677,139.6782214814462,37
1491,145.65594261784776,150.45567743056088,37
1494,120.71595182715674,116.04623289125766,38
1512,173.5137104076979,176.69092615029936,38
1515,177.7645425609985,167.43427372974656,38
1518,178.92231349519537,158.12340670220598,38
1521,176.61370192213536,151.829674120977,38
1524,178.79258321625565,155.62595213350397,38
1527,178.4522305277273,159.8030604576276,38
1530,178.05441327208462,159.6299404470423,38
1533,172.25833041735942,167.11212687083466,38
1536,174.21757735747897,166.1898077579841,38
1539,178.69020935007626,152.3826083147439,38
1542,176.42759514462145,138.07213671316055,39
1545,178.02288244751523,41.98613333410351,39
1548,177.7261916069107,10.10310725920951,39
1551,177.13102609601998,19.32410661014133,39
1554,170.06784136957006,113.54141268362915,39
1557,163.18826039682082,163.5648905608452,39
1560,176.0892688313976,179.4245402110526,39
1563,178.76588266385508,178.03383932251913,39
1566,169.64782098825785,175.0823833781961,39
1569,163.03977429582653,171.4002849222126,39
1572,160.25423743872375,170.75285034093116,39
1575,165.8083085053227,169.9543637526519,39
1578,174.91671301079217,170.57031330788493,39
1581,175.71556701303624,167.48096129231058,39
1584,179.32702735441038,168.10295595932564,39
1587,164.23440665013666,158.09116288444807,39
1590,167.15235909039865,12.84639006223225,40
1593,176.39277558439684,42.264927549751434,40
1596,172.94447140672048,160.46496852345567,40
1599,162.21420210789302,170.65875380856272,40
1602,177.44790544856212,176.94375121446632,40
1605,163.4184163561796,176.87781490976275,40
1608,162.6832041628204,175.2875492316515,40
1611,163.8273714327414,173.68978664854987,40
1614,169.5790495384844,173.2156825258091,40
1617,173.43618659116217,173.93674991392027,40
1620,173.45455704165852,175.26594183343647,40
1623,176.3245703419013,178.09170507060875,40
1626,175.74097758894013,175.18268894740308,40
1629,179.1377393463577,170.43016971247195,40
1632,165.9137203964383,144.75840137874403,41
1635,159.83291727709943,119.22403237124963,41
1638,172.59785725901966,36.58089805050465,41
1641,172.14830512680095,81.66860738547956,41
1644,173.56313973907913,156.24179721662773,41
1647,179.93087397471064,175.72420342902493,41
1650,177.6638973139233,176.18112514060914,41
1653,178.23873246002762,177.0828129066928,41
1656,174.28177398201186,177.52277936963853,41
1659,170.79983240539173,178.501156620774,41
1662,168.52231181996294,172.68421828010023,41
1665,171.48005972605293,171.57578873573044,41
1668,173.2117362784532,172.9684363663156,41
1671,163.91537351127036,175.33500623109626,41
1674,145.2616380689078,124.04950390058117,42
1677,171.32785786676342,148.97099682746733,42
1680,179.84609847387927,101.50726142685794,42
1683,175.2891426918252,173.9935382709995,42
1686,170.50802156696938,174.7354629036986,42
1689,177.27189235959787,171.9687911716829,42
1692,172.72458980446405,176.57016155985437,42
1695,169.002711028278,176.96164716179453,42
1698,175.66849878878477,179.98012873718687,42
1701,177.6796780486405,178.94765066249596,42
1704,169.42182538548022,178.4288578803236,42
1707,173.68531041081164,176.59672130465316,42
1710,176.37933080126638,178.77745532209278,42
1713,177.6347922680281,178.53692723745976,42
1716,167.40163708380769,172.71124550112816,42
1719,172.8855984404657,174.7570132778471,42
1722,179.0659703773264,176.211356709338,42
1725,176.46667280603575,179.23098784056126,42
1728,165.40249640181958,173.7957601507824,42
1731,160.39725262207733,172.8033615704972,42
1734,161.81228985945523,177.79197068666264,42
1737,176.92740717169156,176.6310038436937,42
1740,174.36081305502776,178.47070340176717,42
1743,174.9446723004997,176.09783804545668,42
1746,160.7919570144719,168.36379892865722,42
1749,131.2025993847695,168.05687702641913,42
1752,145.82600165012147,168.47176449215462,42
1755,160.61181357043785,171.03265790750197,42
